Ranking,Token,Palabra,Frecuencia,FrecuenciaRelativa,Porcentaje,FrecuenciaAcumulada,CoberturaAcumulada
1,537,de,2716757,0.0704945637,7.049456,2716757,7.049456
2,538,la,1483549,0.0384952131,3.849521,4200306,10.898978
3,539,en,1069740,0.0277576738,2.775767,5270046,13.674745
4,540,el,868856,0.0225451244,2.254512,6138902,15.929258
5,541,que,745346,0.0193402800,1.934028,6884248,17.863286
6,542,los,602529,0.0156344564,1.563446,7486777,19.426731
7,543,se,447212,0.0116042822,1.160428,7933989,20.587159
8,544,las,445624,0.0115630767,1.156308,8379613,21.743467
9,545,del,439639,0.0114077775,1.140778,8819252,22.884245
10,546,the,322437,0.0083666134,0.836661,9141689,23.720906
11,547,con,314706,0.0081660090,0.816601,9456395,24.537507
12,548,por,299246,0.0077648521,0.776485,9755641,25.313992
13,549,un,269535,0.0069939094,0.699391,10025176,26.013383
14,550,para,261202,0.0067776842,0.677768,10286378,26.691152
15,551,of,258660,0.0067117243,0.671172,10545038,27.362324
16,552,una,257187,0.0066735028,0.667350,10802225,28.029674
17,553,al,233142,0.0060495818,0.604958,11035367,28.634632
18,554,es,231354,0.0060031866,0.600319,11266721,29.234951
19,555,no,209581,0.0054382196,0.543822,11476302,29.778773
20,556,como,203758,0.0052871241,0.528712,11680060,30.307486
21,557,and,191990,0.0049817673,0.498177,11872050,30.805662
22,558,in,161623,0.0041938027,0.419380,12033673,31.225043
23,559,su,159139,0.0041293477,0.412935,12192812,31.637977
24,560,lo,136728,0.0035478258,0.354783,12329540,31.992760
25,561,to,104900,0.0027219511,0.272195,12434440,32.264955
26,562,méxico,102753,0.0026662406,0.266624,12537193,32.531579
27,563,más,97242,0.0025232409,0.252324,12634435,32.783903
28,564,doi,91078,0.0023632971,0.236330,12725513,33.020233
29,565,entre,87073,0.0022593751,0.225938,12812586,33.246170
30,566,este,83744,0.0021729940,0.217299,12896330,33.463470
31,567,sobre,72778,0.0018884476,0.188845,12969108,33.652315
32,568,sus,71322,0.0018506673,0.185067,13040430,33.837381
33,569,et,70876,0.0018390944,0.183909,13111306,34.021291
34,570,esta,66050,0.0017138691,0.171387,13177356,34.192678
35,571,son,63069,0.0016365180,0.163652,13240425,34.356329
36,572,org,63008,0.0016349351,0.163494,13303433,34.519823
37,573,https,55511,0.0014404026,0.144040,13358944,34.663863
38,574,ha,55116,0.0014301531,0.143015,13414060,34.806878
39,575,si,51982,0.0013488319,0.134883,13466042,34.941762
40,576,pp,51183,0.0013280994,0.132810,13517225,35.074572
41,577,sin,49843,0.0012933290,0.129333,13567068,35.203904
42,578,ser,48969,0.0012706504,0.127065,13616037,35.330970
43,579,for,47005,0.0012196884,0.121969,13663042,35.452938
44,580,dos,44457,0.0011535727,0.115357,13707499,35.568296
45,581,social,43807,0.0011367065,0.113671,13751306,35.681966
46,582,fue,41645,0.0010806068,0.108061,13792951,35.790027
47,583,también,39518,0.0010254153,0.102542,13832469,35.892569
48,584,parte,39380,0.0010218345,0.102183,13871849,35.994752
49,585,núm,39007,0.0010121558,0.101216,13910856,36.095968
50,586,http,38109,0.0009888545,0.098885,13948965,36.194853
51,587,nacional,38080,0.0009881020,0.098810,13987045,36.293663
52,588,desde,37615,0.0009760361,0.097604,14024660,36.391267
53,589,así,37550,0.0009743495,0.097435,14062210,36.488702
54,590,with,37410,0.0009707168,0.097072,14099620,36.585773
55,591,vol,36861,0.0009564713,0.095647,14136481,36.681421
56,592,is,35786,0.0009285771,0.092858,14172267,36.774278
57,593,puede,35693,0.0009261640,0.092616,14207960,36.866895
58,594,pero,35577,0.0009231540,0.092315,14243537,36.959210
59,595,on,35306,0.0009161221,0.091612,14278843,37.050822
60,596,that,34878,0.0009050163,0.090502,14313721,37.141324
61,597,mayor,34757,0.0009018766,0.090188,14348478,37.231512
62,598,trabajo,34358,0.0008915233,0.089152,14382836,37.320664
63,599,estado,34154,0.0008862299,0.088623,14416990,37.409287
64,600,universidad,34152,0.0008861780,0.088618,14451142,37.497905
65,601,revista,34078,0.0008842579,0.088426,14485220,37.586330
66,602,análisis,32850,0.0008523937,0.085239,14518070,37.671570
67,603,mx,32489,0.0008430264,0.084303,14550559,37.755872
68,604,issn,32221,0.0008360723,0.083607,14582780,37.839480
69,605,forma,31789,0.0008248628,0.082486,14614569,37.921966
70,606,ya,31655,0.0008213857,0.082139,14646224,38.004105
71,607,estudios,31619,0.0008204516,0.082045,14677843,38.086150
72,608,caso,31618,0.0008204256,0.082043,14709461,38.168192
73,609,estudio,31326,0.0008128488,0.081285,14740787,38.249477
74,610,desarrollo,31199,0.0008095534,0.080955,14771986,38.330433
75,611,as,31183,0.0008091382,0.080914,14803169,38.411346
76,612,años,31103,0.0008070624,0.080706,14834272,38.492053
77,613,te,30806,0.0007993558,0.079936,14865078,38.571988
78,614,cada,29874,0.0007751722,0.077517,14894952,38.649505
79,615,www,29788,0.0007729407,0.077294,14924740,38.726799
80,616,han,29676,0.0007700345,0.077003,14954416,38.803803
81,617,investigación,29371,0.0007621204,0.076212,14983787,38.880015
82,618,ca,29162,0.0007566972,0.075670,15012949,38.955685
83,619,derecho,28747,0.0007459288,0.074593,15041696,39.030278
84,620,unam,28597,0.0007420366,0.074204,15070293,39.104481
85,621,cual,28471,0.0007387671,0.073877,15098764,39.178358
86,622,tanto,28117,0.0007295815,0.072958,15126881,39.251316
87,623,sociales,28002,0.0007265975,0.072660,15154883,39.323976
88,624,ción,27812,0.0007216673,0.072167,15182695,39.396143
89,625,do,27599,0.0007161404,0.071614,15210294,39.467757
90,626,otros,27536,0.0007145057,0.071451,15237830,39.539207
91,627,política,27531,0.0007143759,0.071438,15265361,39.610645
92,628,donde,27205,0.0007059169,0.070592,15292566,39.681236
